post_title,post_content,movie_link_1,movie_content_1,movie_link_2,movie_content_2,movie_link_3,movie_content_3,movie_link_4,movie_content_4,user_id
コストコ好きのユーザーが選ぶおすすめランキング,コストコ大好きなユーザーが選んだ商品を紹介しています。,https://youtu.be/cflIy3yfYCQ,"魅力的な商品,20種類を紹介してくれています。",https://youtu.be/fvuIQNT7FzQ,ダイエット中絶対買った方がよいこすとこ商品を紹介してくれています。,https://youtu.be/w3oMsAxPN7o,コス子さんの商品のコメントがとても上手なので参考になります！,https://youtu.be/ZReu9FlLNas,コストコ初心者が1年間通った中で美味しかった商品をランキング形式で15点ご紹介してくれています！(2020年下半期分),5
個人的HIKAKINベスト4,押しも押されもせぬ日本のトップYouTuber ヒカキンの特に面白いと感じた動画をヒカキン歴10年の私が紹介します。 #YouTuber,https://youtu.be/rJ_EuCXKx6U,アルミホイルを丸めて、球体に！作成過程が面白い！多くの子供達がマネして作っているそう！,https://youtu.be/R708o7d2uUg,随分昔のヒカキン！挨拶から少し違う？ダースを溶かしてまとめて大きなチョコに！？,https://youtu.be/UmgiPORUg5g,夢のある？全部下さい！実際に言っている動画を見てるとこっちもスカッとします！,https://youtu.be/WJzSBLCaKc8,YouTubeのテーマソングと言っても過言ではない曲！聴き馴染みのある曲調と兄弟の絆に注目！,3
ベストTHE FIRST TAKE集,ここ1年特に人気の高いチャンネルTHE FIRST TAKEで、個人的に好きな作品をポイント付きで紹介します！ #J-POP,https://youtu.be/MpYy6wwqxoo,最初はやっぱり紅蓮華！ファーストテイク仕様の歌い方に注目です。がなりがカッコいいです！,https://youtu.be/raZ22iX5J18,冒頭のアカペラに本当に圧倒されます。必聴です。,https://youtu.be/URABwFBT8Ok,BiSHのアイナのオーケストラ。魅力的なハスキーボイスは勿論、カメラ目線のパフォーマンスにも注目です！,https://youtu.be/Wdll9P9icJU,彩るツインピアノと唸るベース、そしてACAねの響き渡る歌声、これらが溶け合って、化学反応を起こしています！,4
朝倉兄弟のおすすめ動画,格闘家で圧倒的強さと人気を誇る朝倉未来と朝倉海。試合では見られないお茶目な部分をYouTubeでは全開です！彼らを知らない人向けに先ずは見ておくべき動画を紹介します！ #朝倉兄弟 #格闘家,https://youtu.be/PX7lAOg5zeU,最強の格闘家がヤクザに絡まれそうになったらどうなるのでしょうか？？,https://youtu.be/ztr7g-TYtSE,朝倉海が正体を明かした際のチンピラ達のリアクションに注目です！,https://youtu.be/5Q8tmJyOOcY,メンバーがチンピラに絡まれた時に、最強の格闘家はどう行動をするのか？役者さん達の迫真の演技にも要注目です！,https://youtu.be/xyl1vg9isL8,喧嘩自慢のチンピラ？達が朝倉未来に喧嘩を売る！素人とプロ格闘家のレベル差がスパーリングで見えてきます！,3
おすすめエコバック紹介動画です！,おすすめのエコバックの紹介動画を集めてみました。,https://youtu.be/kvcU29-IHBg,主婦歴１１年のアラフォーがオススメする６選！大容量、コンビニサイズ、ミドルサイズの全サイズをご紹介してくれています。,https://youtu.be/AmiR0j9U3sM,エコバックをロフト、プラザ、無印良品、フランフランで購入し比較をしてくれています。,https://youtu.be/g_5IVUaJ78o,最強のエコバックの徹底比較をしてくれています。,https://youtu.be/EMVNdZomO3U,NIQLO・GU・無印良品 人気ブランド3社比較してくれています。,1
5Gを知ろう！,5GはスマホのDLが速くなるとかのスケールの話ではないです！エッジコンピューティングとネットワークスライシングをフル活用した高信頼と低遅延と大規模アクセスがメインの技術であり、未来の生活を決めると言ってもいいかもしれません。みなさんに見てほしい動画を集めてみましたので、良かったら是非ご覧ください！ #5G,https://youtu.be/ylzFdFQ70Xs,周波数の特性からエッジコンピューティングまで技術に踏み込んだ話もしています！,https://youtu.be/FH7L0kyl2GA,携帯電話導入期から5Gまでを分かりやすく解説してくれています！この動画だけでも見れば、5Gの全貌を把握できると思います！,https://youtu.be/Jj47Kdx8hv8,5Gの電波の特性について、丁寧に解説してくれています。こちらを見ると電波の指向性の話も理解できるようになると思います！,https://youtu.be/7HKrKG6rbTc,5Gの概要の説明からエッジコンピューティングの説明まで、この動画だけで完結できると思います！必見です。,1
面白かったアニメ系動画,個人的に面白かった動画です笑 #アニメ,https://www.youtube.com/watch?v=W3lGQyLM14Y,はなげさんのチャンネルでのアニソン総選挙！テレビでの総選挙とは違う結果に？？,https://youtu.be/RAsLKOILmh0,しばしば発生してしまう炎上アニメを面白く紹介してくれています！,https://youtu.be/c-4PiND5sQU,この動画を見て、次のアニメ何見るのか考えてもよいかもしれません笑,https://youtu.be/XkEXk6eosRI,懐かしのアニメも出てきて、とても面白い動画です！,2
顔痩せマッサージ！毎日続けて小顔に！,顔痩せマッサージの方法が学べます。 #ストレッチ,https://youtu.be/vFTR1hIN0Zk,小顔＆顔痩せは毎日のマッサージが大事！むくみ取り、目の疲れ、コリ、二重顎、たるみやほうれい線にも効くマッサージを紹介してｋれています。,https://youtu.be/4vMMR0A91LM,毎日コツコツ少しでもいいから続けるだけで、フェイスラインがくっきりします！,https://youtu.be/Jqq9FDWWB8I,頬のパンパンお肉を３分で落とす方法を教えてくれます。,https://youtu.be/iknjJUSvFPs,リンパを流して、一日数分でできるマッサージです。,5
好きな角川アニメPV,気になったアニメPVを推しポイント付きで紹介しています！ #アニメ,https://youtu.be/Ulj3xKntwbU,日常系最強アニメのんのんびより三期！待ち遠しいです！nano.RIPEのOPも気になりますし、新キャラも気になります。推しのひかげは登場してくるのでしょうか？？,https://youtu.be/YBCJd3e8s48,待ちにまった涼宮ハルヒシリーズの新刊！鶴屋さんの挑戦状とは一体何なのでしょうか？？私気になります！！,https://youtu.be/9ST8O7d598M,PVだけで泣けます。。映像だけ涙腺がやられそうになります。素晴らしすぎる作品なので、観ていない方は是非！,https://youtu.be/2pECnr5MNuU,おねがいマッスル！！MVとしてもネタとしても曲の全てが斬新で完成度が高いです！一度見たら、聴いたら１週間は頭から離れないでしょう笑,2
上白石萌音の歌声,上白石萌音の透き通る歌声を聞いてください。 #J-POP,https://youtu.be/W_ghONNFhS0,萌音ちゃんのカバーした卒業写真！しみじみします！,https://youtu.be/TjeK-_3e51A,オリビアを聴きながら！萌音ちゃんの澄んだ歌声がきけます。,https://youtu.be/mJjb_7BS7OQ,なごり雪！とっても癒されます！,https://youtu.be/JMhtD5Q-Isc,瑠璃色の地球。テレワーク収録！とっても素敵な歌声です。,4
おすすめ絵本の紹介,子供から大人まで人気の絵本を紹介します！,https://youtu.be/JYFf1tLKXF0,中田敦彦の子供も楽しめて大人の心にも残る絵本4選です。,https://youtu.be/B6cmaXGVeRw,ミキティの絵本の語り。感動です！,https://youtu.be/3iTd_evy498,子どもの頃に読んでもらってた絵本、保育園で読んであげたい絵本を紹介してくれています。,https://youtu.be/rha0zAAq0J0,モンテッソーリ教育の考え方をポイントにして５〜６歳におすすめの絵本を紹介。どんなことをポイントにして選べばいい？という点も話してくれています。,5
鬼滅の刃の面白い考察動画,今最も熱い鬼滅の刃の興味深い動画を紹介します。見方を変えれば、たくさんの付箋が散りばめられていると改めて感じると思います。 #鬼滅の刃,https://youtu.be/BpMuMqR4Xec,筋が通っていて非常に面白い考察だと思いました。,https://youtu.be/4b-IQKA2g9I,客観的に見た柱の強さをランキングで紹介してくれています。大体の方は、同じ感じになるのではないでしょうか？,https://youtu.be/KBGcaYwQ9ZI,鬼達の最期はどれも印象に残るので、改めてこの動画を見ながら振り返ってみると新しい発見があるかもです！,https://youtu.be/DzhMsWjMHJE,確かに客観的に見た、技の強さは気になりますよね。とても面白かったです！最強の技はどれだ！？,2
